,base_case
C2H5OH + HO2 <=> CH3CH2O + H2O2,1.131667651771723e-10
C2H4 + OH <=> CH2CH2OH,2.030404252700682e-08
C2H5 + HO2 <=> CH3CH2O + OH,-7.247163182141726e-06
CH3CH2O + M <=> CH3CHO + H + M,1.7551229390413e-08
CH3CH2O (+M) <=> CH2O + CH3 (+M),-1.1984970260293143e-08
CH3CH2O + O2 <=> CH3CHO + HO2,4.680851225793955e-11
CH3CH2O + CO <=> C2H5 + CO2,-1.6339279433693453e-08
CH3CH2O + H <=> CH2OH + CH3,-5.637541789133524e-10
CH3CH2O + H <=> C2H4 + H2O,2.600606598972972e-12
CH3CH2O + OH <=> CH3CHO + H2O,-1.3121083085335851e-12
CH3CHOH + O2 <=> CH3CHO + HO2,3.4765428754692944e-07
CH3CHOH + O <=> CH3CHO + OH,-2.0328704082279465e-08
CH3CHOH + H <=> C2H4 + H2O,5.892465769436227e-09
CH3CHOH + H <=> CH2OH + CH3,5.850413038179695e-07
CH3CHOH + HO2 <=> CH3CHO + 2 OH,9.176036750276366e-09
CH3CHOH + OH <=> CH3CHO + H2O,-7.859081768751266e-09
CH3CHOH + M <=> CH3CHO + H + M,-2.3376565085197452e-07
C3H4 + O <=> C2H4 + CO,-5.903154199170674e-06
C2H2 + CH3 <=> C3H4 + H,-1.1461573626168224e-05
C3H4 + O <=> CH3 + HCCO,1.4421874100119112e-06
C3H3 + H (+M) <=> C3H4 (+M),-8.327736726631422e-06
C3H3 + HO2 <=> C3H4 + O2,5.054174923627129e-07
C3H4 + OH <=> C3H3 + H2O,-2.7062330521059253e-06
C3H3 + O2 <=> CH2CO + HCO,1.1539452163267794e-06
C3H4 + H (+M) <=> C3H5 (+M),0.00014394114016685132
C3H5 + H <=> C3H4 + H2,-3.201464872796968e-05
C3H5 + O2 <=> C3H4 + HO2,7.756271410916461e-08
C3H5 + CH3 <=> C3H4 + CH4,7.909838733902408e-07
C2H2 + CH3 (+M) <=> C3H5 (+M),8.9790327486507e-07
C3H5 + OH <=> C3H4 + H2O,-3.2424468503225274e-07
C3H3 + HCO <=> C3H4 + CO,-1.683706130971733e-07
C3H3 + HO2 <=> C2H3 + CO + OH,1.5236905993701107e-07
C3H4 + O2 <=> CH3 + CO + HCO,3.618504807342334e-07
C3H6 + O <=> C2H5 + HCO,2.2428782279080597e-05
C3H6 + OH <=> C3H5 + H2O,-8.617796466255878e-05
C3H6 + O <=> CH2CO + CH3 + H,-1.437021420177375e-05
C3H6 + H <=> C3H5 + H2,-0.00036664421700488765
C3H5 + H (+M) <=> C3H6 (+M),-0.00019884709157354604
C3H5 + HO2 <=> C3H6 + O2,7.603245984313006e-07
C3H5 + HO2 <=> C2H3 + CH2O + OH,2.2271986093020163e-06
C2H3 + CH3 (+M) <=> C3H6 (+M),-0.0011049707028758895
C3H6 + H <=> C2H4 + CH3,0.00012104547888329411
C2H3 + CH3 <=> C3H5 + H,-0.00022014648315563603
C3H8 (+M) <=> C2H5 + CH3 (+M),-8.388934826518244e-05
C3H8 + O2 <=> HO2 + I-C3H7,-2.8894317800016338e-09
C3H8 + O2 <=> HO2 + N-C3H7,2.6366979576727676e-10
C3H8 + H <=> H2 + I-C3H7,-8.876317279272968e-06
C3H8 + H <=> H2 + N-C3H7,-2.7336660670169928e-06
C3H8 + O <=> I-C3H7 + OH,6.532309105101478e-07
C3H8 + O <=> N-C3H7 + OH,2.357855667374147e-06
C3H8 + OH <=> H2O + N-C3H7,1.2645575955091862e-06
C3H8 + OH <=> H2O + I-C3H7,1.5806677422584138e-16
C3H8 + HO2 <=> H2O2 + I-C3H7,1.1394409712910454e-08
C3H8 + HO2 <=> H2O2 + N-C3H7,1.83674125525052e-08
C3H8 + I-C3H7 <=> C3H8 + N-C3H7,7.280138500996148e-13
C3H6 + H (+M) <=> I-C3H7 (+M),7.649628408969862e-09
I-C3H7 + O2 <=> C3H6 + HO2,-1.7632389239549717e-07
N-C3H7 (+M) <=> C2H4 + CH3 (+M),7.563549773986843e-07
C3H6 + H (+M) <=> N-C3H7 (+M),1.5473036514944542e-06
N-C3H7 + O2 <=> C3H6 + HO2,-2.4017582099290473e-07
N-C3H7 + O2 <=> C3H6OOH,7.477310808177568e-10
C3H6OOH <=> C3H6 + HO2,-1.4423583024952893e-08
C3H6OOH + O2 <=> OC3H5OOH + OH,1.892645146147469e-08
OC3H5OOH <=> CH2CHO + CH2O + OH,5.916121417325446e-10
C4H10 (+M) <=> 2 C2H5 (+M),-1.019192634198112e-06
C4H10 + O2 <=> HO2 + PC4H9,4.810193560378984e-12
C4H10 + O2 <=> HO2 + SC4H9,8.987121083404785e-13
C4H10 + HO2 <=> H2O2 + PC4H9,1.884425054537026e-10
C4H10 + HO2 <=> H2O2 + SC4H9,1.69028916680678e-10
C4H10 + O <=> OH + PC4H9,1.1533649777451202e-08
C4H10 + O <=> OH + SC4H9,-6.327323812779425e-09
C4H10 + OH <=> H2O + PC4H9,1.753936290405048e-08
C4H10 + OH <=> H2O + SC4H9,-3.369076419881733e-08
C4H10 + H <=> H2 + PC4H9,8.480327453198724e-08
C4H10 + H <=> H2 + SC4H9,-1.9405592770623656e-07
PC4H9 <=> C2H4 + C2H5,3.110329550572165e-11
SC4H9 <=> C3H6 + CH3,1.7033807476106787e-09
C4H8 <=> C3H5 + CH3,4.3389669906614965e-06
C4H8 + H <=> C2H3 + C2H4 + H2,1.8293107047806487e-05
O2 + SC4H9 <=> SC4H9O2,1.2012391915264053e-11
SC4H9O2 <=> C4H8 + HO2,3.951737414893185e-09
O2 + PC4H9 <=> C4H8 + HO2,3.2150449938701466e-12
O2 + PC4H9 <=> C4H8OOH1-3,2.7052169884873535e-12
C4H8OOH1-3 <=> C4H8 + HO2,-2.8741621074825344e-11
C4H8OOH1-3 + O2 <=> NC4KET13 + OH,4.702758225998161e-11
NC4KET13 <=> CO2 + N-C3H7 + OH,1.410111744891768e-12
NH3 + O <=> NH2 + OH,-0.0008714121531869103
H + NH3 <=> H2 + NH2,-0.0029873429241255175
NH3 + OH <=> H2O + NH2,-0.028509412677199062
HO2 + NH3 <=> H2O2 + NH2,5.853328376971546e-07
NH3 + NO <=> HNO + NH2,7.114416713839089e-05
NH + NH3 + M <=> N2H4 + M,2.5885421271074597e-05
NH2 + O <=> NH + OH,0.00021616793824467392
NH2 + O <=> NH + OH,0.00021177210957215855
H + HNO <=> NH2 + O,-0.004802423196536443
H2 + NH <=> H + NH2,-0.0033087436557918105
NH2 + OH <=> H2O + NH,-0.00042393503754226103
NH2 + O2 <=> H2NO + O,6.702976630617201e-05
NH2 + O2 <=> HNO + OH,2.4970327879147394e-07
H2NO + NH2 <=> HNO + NH3,-5.744189919490865e-05
NH2 + NO2 <=> H2O + N2O,-3.3905312733594243e-06
NH2 + NO2 <=> H2NO + NO,5.300882793782318e-08
NH2 + NO <=> H2O + N2,-0.006484184074557645
NH2 + NO <=> NNH + OH,-0.008587851488451346
H + H2NO <=> NH2 + OH,0.00010375853138272846
HO2 + NH2 <=> H2NO + OH,0.0012138810382270988
HO2 + NH2 <=> NH3 + O2,-0.003040354480259944
NH + NH2 <=> N + NH3,0.00025690438948897896
NH + NH2 <=> N2H3,-0.0009353232466569289
NH + NH2 <=> H + N2H2,-0.008939106356783345
2 NH2 <=> NH + NH3,0.00039066528293099076
2 NH2 (+M) <=> N2H4 (+M),-8.8248374494035e-05
2 NH2 <=> H + N2H3,7.832623925614679e-05
2 NH2 <=> H2 + N2H2,-0.002418875802505724
2 NH2 <=> H2 + H2NN,-1.586608679943388e-05
N + NH2 <=> 2 H + N2,-0.008648217949242127
H + NH <=> H2 + N,0.011464077371598318
N + NH <=> H + N2,-0.00029603381269918574
NH + OH <=> H2O + N,0.002766709502276256
NH + OH <=> H + HNO,-0.005142440975988732
NH + O2 <=> HNO + O,-0.0004264135724895322
NH + O2 <=> NO + OH,0.00016501553516423537
NH + NO <=> H + N2O,-0.010117479289292927
NH + NO <=> N2 + OH,-0.0005474084641333097
2 NH <=> N + NH2,3.679072703204465e-05
2 NH <=> N2H2,-0.0005579385680226273
N + O + M <=> NO + M,-5.78300061354915e-09
N + NO <=> N2 + O,0.0016326098114715336
N + O2 <=> NO + O,-0.003699515803574613
N2 + M <=> 2 N + M,1.4019663692888124e-08
NNH <=> H + N2,-2.7840091640231934e-05
NNH + O <=> N2 + OH,3.159188312134385e-07
NNH + O <=> H + N2O,-0.0006076548736050403
NNH + O <=> NH + NO,-0.0034507060630359562
NNH + OH <=> H2O + N2,1.7048192912941914e-05
H + NNH <=> H2 + N2,9.065070469010118e-07
NNH + O2 <=> HO2 + N2,2.175307576381374e-05
NNH + O2 <=> H + N2 + O2,9.85767778971283e-09
NNH + NO <=> HNO + N2,7.436852567426419e-05
N2H2 + O <=> NNH + OH,0.00011874187541091476
H + N2H2 <=> H2 + NNH,-0.000670058627814926
N2H2 + OH <=> H2O + NNH,2.4717199578402088e-05
N2H2 + NH <=> NH2 + NNH,2.325483530491569e-05
N2H2 + NO <=> N2O + NH2,-9.620724574228715e-05
N2H2 + NH2 <=> NH3 + NNH,0.00012209463025584678
H + H2NN <=> H2 + NNH,-9.891961866006371e-07
H + H2NN <=> H + N2H2,-1.9397943216727431e-07
H2NN + O <=> NNH + OH,1.255713729773345e-07
H2NN + O <=> NH2 + NO,-1.2859534943555217e-07
H2NN + OH <=> H2O + NNH,3.335448367222119e-10
H2NN + HO2 <=> H2O2 + NNH,1.3624471402040074e-07
H2NN + O2 <=> NH2 + NO2,1.1381823075874585e-06
H2NN + NH2 <=> NH3 + NNH,2.1246677684406304e-07
N2H3 + O <=> N2H2 + OH,-7.1696867814196595e-06
N2H3 + O <=> HNO + NH2,-2.6700589373515996e-05
H + N2H3 <=> H2 + N2H2,-0.0001798837733775661
N2H3 + OH <=> H2O + N2H2,-1.539519613106776e-05
N2H3 + NH2 <=> N2H2 + NH3,-1.0686601809281276e-05
H + N2H4 <=> H2 + N2H3,-3.9917273161928906e-05
N2H4 + OH <=> H2O + N2H3,-3.323228743953525e-05
HNO + O <=> NO + OH,3.756014533784818e-05
H + HNO <=> H2 + NO,-0.0040180599565195945
HNO + OH <=> H2O + NO,-0.00015613563151793187
HNO + N <=> NH + NO,-6.145673767926757e-06
NO + O (+M) <=> NO2 (+M),0.000194631759061423
H + NO <=> N + OH,-0.008923146410006298
H + NO <=> NH + O,-0.0027874010748494176
H + NO + M <=> HNO + M,0.009048804930034411
HO2 + NO <=> NO2 + OH,0.00047798461024619443
H + N2O <=> N2 + OH,0.00492478467823847
N2O (+M) <=> N2 + O (+M),-0.00430665437442759
H + NO2 <=> NO + OH,1.7825671883753013e-05
NO2 + O <=> NO + O2,-2.7403256355147696e-06
HONO + NH2 <=> NH3 + NO2,6.64038700527935e-07
HNOH + NO2 <=> HNO + HONO,-2.948514157506639e-09
HNO + NO2 <=> HONO + NO,1.822493290859383e-07
HO2 + NO2 <=> HONO + O2,-6.768436934763769e-10
NO + OH (+M) <=> HONO (+M),3.831445372168862e-05
H2 + NO2 <=> H + HONO,2.136350195237687e-05
H2 + NO2 <=> H + HONO,4.371391050863861e-06
H + HONO <=> HNO + OH,8.083679684965921e-05
H + HONO <=> H2O + NO,3.384757448043016e-05
HONO + O <=> NO2 + OH,7.645116443752452e-08
HONO + OH <=> H2O + NO2,4.05691648768032e-06
H2 + NO2 <=> H + HNO2,1.72983922208608e-10
HNO2 + OH <=> H2O + NO2,7.902342319004927e-10
H2NO + M <=> HNOH + M,-3.677813346166581e-07
HNOH + O <=> HNO + OH,-1.3367811842846305e-05
HNOH + O <=> HNO + OH,-4.5286631929818635e-06
HNOH + NH2 <=> N2H3 + OH,9.161136957553577e-07
HO2 + NH2 <=> H2O + HON,-5.747656119703373e-09
H + HONO2 <=> H2 + NO3,-1.250349608882579e-10
2 NO2 <=> NO + NO3,-4.690204474904405e-10
NO2 + O (+M) <=> NO3 (+M),-3.1092251166781463e-09
H + NO3 <=> NO2 + OH,-4.820298739385106e-10
NO3 + O <=> NO2 + O2,-6.196673133280988e-11
CO2 + N <=> CO + NO,-0.0008614273831820228
CH3 + N <=> H + H2CN,0.017712018537824847
CH3 + N <=> H + HCNH,0.0013367494741173191
CH + N2 <=> H + NCN,-3.8116120809201326e-05
N2 + T-CH2 <=> HCN + NH,-4.171686557357029e-08
CH + NO <=> HCN + O,0.0024823178470034296
CH + NO <=> H + NCO,0.00018944124359123276
NO + T-CH2 <=> H + HCNO,0.00033272762312474305
CH3 + NO <=> H2O + HCN,0.0015770554710330786
HCO + NO <=> CO + HNO,0.0012203893818855636
HCCO + NO <=> CO + HCNO,0.00020204367187542382
HCCO + NO <=> CO2 + HCN,0.000852724843700511
NO + S-CH2 <=> HCN + OH,0.005179447716768588
C2H + NO <=> CO + HCN,0.0004052630429136409
CH3 + HNO <=> CH4 + NO,2.215222768804313e-05
CH3 + NO2 <=> CH3O + NO,6.401908377813703e-06
CO2 + NH <=> CO + HNO,-0.0013524690999121222
CH3 + N <=> H2 + HCN,0.0019230258578016091
CH4 + NH2 <=> CH3 + NH3,0.000677530604691824
CH3 + H2NO <=> CH3O + NH2,7.69980660312829e-05
CN + H2 <=> H + HCN,-0.00028202126416242146
CN + O <=> CO + N,-9.689630929902005e-05
CN + O2 <=> NCO + O,-0.0010281297479786619
CN + OH <=> H + NCO,-0.001021058999908418
CH4 + CN <=> CH3 + HCN,4.107359952438294e-05
CN + H2O <=> H + HOCN,-0.0007940592483137917
HCN + O <=> H + NCO,-0.005953151089230984
HCN + O <=> CO + NH,-0.002133214331484694
HCN + OH <=> CN + H2O,-0.00013525373005716533
HCN + OH <=> H + HOCN,-0.0022504610887714442
HCN + OH <=> H + HNCO,-0.0003001127501389367
HCN <=> HNC,-0.00014029834253237165
H + HNC <=> H + HCN,-3.758404365185381e-05
HNC + O <=> CO + NH,-0.0004951690632374078
HNC + OH <=> H + HNCO,-0.005965188256563632
H + H2CN <=> H2 + HCN,0.00014172473144664346
H2CN + M <=> H + HCN + M,-7.613595525711202e-05
HCNH <=> H + HCN,-4.188188740747375e-08
H + NCN <=> HCN + N,-5.7314075528492525e-05
NCN + O <=> CN + NO,8.412155632975395e-06
CH + N2 (+M) <=> HCNN (+M),8.915701545826002e-11
CH + N2 <=> HNCN,5.319438945781773e-07
HNCN + O <=> HCN + NO,3.2323311010651156e-07
HNCN + OH <=> H2O + NCN,6.146406376423445e-07
H + NCO <=> CO + NH,-0.008784830747714046
NCO + O <=> CO + NO,-0.0003232959419283619
HNCO + OH <=> H2O + NCO,-0.008975485057502727
H + HOCN <=> H2 + NCO,-0.0031265704844910098
H + HOCN <=> CO + NH2,3.0001263367095655e-06
H + HCNO <=> HCN + OH,0.0005540819546019579
H + HCNO <=> H + HNCO,0.0005549608698282096
HCNO + O <=> HCO + NO,-0.00017748851952464328
HCNO + OH <=> CH2O + NO,-0.0008617603971224838
